text_clean,label
لخيوط إگيدوه,0.0
واللـــــــــــه ال زوين,2.0
الأمن فوق الجميع وللجميع,2.0
مايعرفن نحن أهل عدل عدل بكرو مانكبلوه مانكبلوه,0.0
مابيه مرشحك انت أڭوله أنا لك اتمونك بيه,1.0
بارك الله فيك,2.0
واللـــــــــــه واللـــــــــــه ال زوين,2.0
وني حد راه ماتل يبقي,2.0
ماهو ماهو ذنبو الزوجه,1.0
علموه نواكشوط نواكشوط عطشان يوم دماس مكطوع عنا الماء,0.0
الموثق التزوير,0.0
اخيرمنه سونف الا حد ما يخسراعل راصو اشبهلو,0.0
توفيق توفيق لهم,2.0
هو ال فيه الخير,2.0
إبان فاهم الشعب مشالله عليه,2.0
تواصلني نختيرك سيد بيهم,1.0
اتوف,0.0
منهوم,1.0
الموضوع فيه أستاذنا,1.0
انت صكعتين,0.0
جزاك خيرا الله خيرا عنهم,2.0
الله ازيدو,2.0
والله فظمه فذ التمثيل مخمرو,0.0
هذا غرك,0.0
العافية اموكنه,2.0
حملة الشباب راهي انتقنت تبارك انتقنت الله,2.0
يوضعهم لله,0.0
لا باس يغير هذه يغير الحلقة مشكلتها قصيرة,1.0
صعيب الحال صعيب,0.0
رابط وينهو,1.0
والله منو لوخييرت امالك غاير منو,2.0
أڭوله مابيه مرشحك انت أڭوله أنا لك اتمونك بيه,1.0
حلقة تتكون مشهد واحد و و دقيقتين,1.0
عنهم گاطعين عنهم كنكسيوه,0.0
وخيرت جهورية بي لإسلامية الإيراني,2.0
ههههه فشي دائما واحل دخناوي شابحو,0.0
هاذ اراه امش فيها,0.0
مانكم فشي واحلين,0.0
ميته وشعب,0.0
المستنقعات دار البركة بتيارت فيه الكثير حي,0.0
هاذ بعدني مافهمت إلين تشرى بصيرو سنكون عدل بكرو نعرف بصيرو وسنكوكانوامن المعارضة فى السينغال وأصبحواعلى هرم السلطه فى السينغال يغيرهذى المقاربة ما افهمته ؤتوف,1.0
هذا هو أدنى قرار رأيته,0.0
مانك واحل,0.0
ايوا لعاد اوخر اندور مواضيع فئة مراقب ضرائب,1.0
هاذ بعدني مافهمت إلين تشرى بصيرو سنكون عدل بكرو نعرف بصيرو وسنكوكانوامن المعارضة فى السينغال وأصبحواعلى هرم السلطه فى السينغال يغيرهذى المقاربة ما افهمته ؤتوف,1.0
شرط عندهم لاخراصت كرمي,0.0
وإنت ملي أمالك فحوض الشرقي كاع شرف,2.0
تكانت امنين,1.0
الحمد الله ألف مبروك حتتت الله ايزيد ويبارك شاء الله,2.0
عادي ذا,1.0
ذوك إلين اوفات مسرحية الانتخابات الغاية منهم اوفات,0.0
فالحات ذو لعليات يسو كاع,2.0
وامنات البطارين ولخيام لكبار كالو كاسيات عاريات مائلات مميلات اسناب شات و تيكتوك,0.0
قدم ضد دعوى قضائية بتهمة التشهير,1.0
أسكي,2.0
ما نخلع الجماعه نخلع,0.0
إنتومه ما ظبتو منو ماهو الطلاق,1.0
و فشلت تخلق القلاقل الدولة,0.0
هههههه استغفر الله هههههه العظيم,2.0
هاذو لثنين أهل اترارزة ولين يجبرو فيها الانتخابات إعودو اتفگرشو ولل ينحسبلهم عنهم نجحو صوت ما جبروه عدل بگرو واعر جبروه أعليهم إطلعوه ولايتهم,0.0
أيد تمسح أوجها,2.0
وخيرت ومنها الله تقبل,2.0
لا تقل انت بدلا منه سوق تيكند سوق مربط توجنين بدلا وادناقه و سوق لحموم,1.0
الا يريحن منو,0.0
والله ال تحية اكبيرة حتتت واجازيك ابلحسان اعل تربيتك حتتت الطيبة,2.0
ملي شفيه,1.0
ردو ردو لخبار امسكين دني,1.0
الفشل لهذ الحكومة فشل فشل وراء,0.0
اخي الكريم ماعندك صورة اشبه اشوي فضلك للاخت فضلك,2.0
حد امش رغبات الوالدين نجح ونجى الدنيا والآخرة بارك الله فيك,2.0
صعيب الحال,0.0
آدبيرللنجاح ماه اكبيرحتتته,0.0
سوق عدل بكرو سوق اكبير ومعروف سوق ينضرب بيه المثل بيه كثرت البضاعه لدجيه مناطق الشرك ومن مالي ويخلق فيه التبادل البضاعات والمثل ماه اجديد وهل الشرك أنفسهم يضرب المثل بيه,2.0
انت بيك لهروب مانك لاه,1.0
واخيرت اكبير الله يحفظك وإيكثر امثالك,2.0
هذا الفيافي المسموع بيه,0.0
خروجو اصه,0.0
عسك لا تشرگ,1.0
گاطعين عنهم كنكسيوه,0.0
ماه اهل تفرغ زينه مانركب نحن تكتك,2.0
ش مانك,0.0
تفرق زين زين ثرها الا,2.0
شاءالله استأخيرة فيه خيرة شاءالله,2.0
هذا النوع البشر حد إرحلو سنغال فورا تشجع فريق السينغال وطنها,0.0
مشرف جدا,2.0
الأمن زعزعتو القومي,0.0
هو كاع كاع مزال حي,1.0
يغير هاذو اللهي يجرو العدوالتيكسات تفرغ زين,1.0
مؤسف حقا مؤسف,0.0
أحب شيء للإنسان ما منع,2.0
گاله انتي والفوك ال امعاك,1.0
الجيش تعبان خالي تعابه الجيش والحرس والشرطة أفراد,0.0
عم يمزح معو معو,1.0
أيد أوجها تمسح,2.0
مشوولي الرابط لينجبرو النتائج عليه,1.0
خالي خالي,0.0
الحق عندهم الحق تفرغ زينه منطقة راقية وبلد الصراگ خايفين ينجرحو وتاتهم,2.0
هههه هو اقظف راجل,2.0
مارينه مارينه,0.0
كافيكم المواطن احتقار هذا البسيط وطلص لهم الإنترنت,0.0
هذو مناضيلى الفيافي وسلاليخ الانتخابات الماضي اظهر حقيقتو انه طماع وهدفو إلا الفظ ودفعتو معه احرك راصو بلعجل,0.0
تدعم انت مرشح هامك الناس,1.0
وذاك انو,0.0
تفرغ زينه يعرف حد خبارها,1.0
تحكم السائبة موريتانيا جماعة الماسونية تنتمي بين المغرب والسينغال وتعتبر موريتانيا مكان لجمع المال الاحترام الوطنية جماعة التفاهة والجهل لصوص تجار وموظفين لاوطنية لديهم يستزفون ثروات البلد والمنكوب بسبب منذ حكم الرئيس ولد الطايع يومنا هذا المغرب والدول وتركيا وتبقى المراق بل تسوء أحوالها سنة أسوء جميع الأصعدة,1.0
ال اريحنا منه ڭل فايدته,0.0
ماه امخالق جايكم حق حڭ مولانه,0.0
أحسن الأختيار له التوفيق,2.0
وفاشلا هذا ليس تمثيلا وفاشلا,0.0
انتوم ماتحشم يسعدكم,0.0
الموقع شنه والطريقه ال بيه شنه,1.0
أستاذنا الفاضل وخيييرت,2.0
وحيوان عدل بكرو مافيهم لعظام سوقهم زين أهل رااابح,2.0
راهو مشه فيه,0.0
ذي لا استگبيل طشة,1.0
خالڭين,1.0
حلل يادويرى,1.0
سوق بيلا ماه كد اتموليح,1.0
طشه اخبار بنكيلي,0.0
لا توجد منافسة أخي الكريم لا,2.0
انعم يخي,1.0
صحيح المشكيلة اركاد,0.0
هههه كتلك نحن ذو حجاج عدن ش لا نوسع لخلاك توف,2.0
صح هذا فهذا جهل,0.0
امحدة صغرها الشوكة,0.0
ما مسختو ماه الممثله يكطيع بيك ممسخ جوكه أتفو ما ايكد ايتم ليله ابذي الصيفه ابدا,0.0
راح فيها مسكين,0.0
عاقل اكبظ الا الشبيبات,2.0
ذي اوحده فيه نعرفه ماكنت,0.0
ممثل الأ اليقوت,2.0
أستاذ ربما الأمر يتعلق بظاهرة الأسبوعية الحوضين,1.0
ول الغزواني خبز ذا فر وعارفو وابعيد فيه اتغشمي,1.0
ذاكو ذاكو,2.0
جواڭة شنه ول,0.0
واضح عنو ابذوقو افظحك لعليات لعليات,1.0
جوقه لا مافيه,1.0
كمشه حلل يا كمشه,1.0
اصبر يفتاح رحمة,2.0
الطيران المورتانى الا تنزل البركه اوتوف,0.0
لا حاني التركة يتغداو,1.0
جمل جمل الدهر ال برك لك أركب,1.0
والله ألف وريخست,0.0
شفيه حكلل شفيه,1.0
أبغض الحلال الطلاق,1.0
بيهلي أهل الحوض الشرقي الشرقي ال يشرو,1.0
إبداع إبداع,2.0
اعطون الرابط حكلل,1.0
ميشولي ميشولي رابط ينجبر اعليه,1.0
الاستاذ لاهي انگولك ذا الخلق إل دائما يتمولح ذا اتموليح والسخرية الواحد أخير منو صنبالا والل لحرور فواحد شوارع عدل بگرو,0.0
العاصمه عطشانه,0.0
غيره أيام زمان الأفلام فيها غيره,0.0
ماه الا إزيدو فداك انشاء الله نأكدلك عنو ماه لاهي اشوف,1.0
مزين,2.0
انك انك مانك الحج,1.0
هذا لا نوع إهانة لا المواطن,0.0
صح والله ونعم اب,2.0
أمنين النتيجة,1.0
كتلك لا للتزوير يسو يخلك,0.0
الاهو الحڭ الاهو ماتجوڭو,0.0
صح جهل هذا فهذا جهل,0.0
انت جنيت,0.0
اهل تفرغ زينه ما يوكلو فيهم لوتات ماعينهم معناه,0.0
بلده,2.0
حبيبي مبروووووك حبيبي,2.0
شنه ذنبها امسيكينه,1.0
ياوني حتتتت,2.0
اعل ذي الحال,1.0
ياااخوتي,1.0
لي هذا هو لي يستحق حد يزركلو,2.0
لا ظلم وگلت الأنسانيه,0.0
ارگاد امصرطينو حب المخلوق,0.0
اوحلن تركيا ما يعرفو التزوير,0.0
قصدك فيه حمله عسكرية,1.0
ماجبرن فيه,0.0
وخيرت حك بذيك الأخت,2.0
واد الناقة الا حد يتمولح بعيد عنو,0.0
مسيكنين عندنا و المنافقين للي الفشلة,0.0
حشتو واسو بشور كافي الفتو الا,0.0
ذيك أبصيفتو,2.0
أخله,0.0
معلوم معلوم,2.0
اخيرمنه سونف الا حد ما يخسراعل راصو راصو اشبهلو,0.0
اينت اينت لاهي يوخظ,1.0
ناجح منافسه مرشحن مافيه,2.0
ثقيله امناتن الزينات يحزنو ويفرحو كهلات الانصاف,1.0
ابدى لا يورطوكم يورطوكم,0.0
هههه واعليهم تخفيض,1.0
ذيك ذيك سوق لحموم رفده معنى ماه اڭبال مزروفه,1.0
البلد أرخس ال لا يجبر الا أرخس انت ونوعك,0.0
اصه أجنون عاد,0.0
المرشح محترم ومثقف وواقعي و يعرف ش,2.0
التزوير الفعل وسوء,0.0
اجميعة اخباره كالت أموال الشعب,0.0
الحمد لله حال,2.0
صالح صالح لعدلت,2.0
ذهب كلام ذهب,2.0
فريق ماشاءالله المستوى منات موريتان علي اعليه,2.0
موريتان محگورة للاسف القائمون الشان العام إلين اعود كيفتهم معناه ان الناس الثانية ما ينشاف اعليه ش,0.0
التزوير,0.0
كونكسيوه اينت اينت لاهي ترجع,1.0
الأمن يواجعه ماتل الأمن خالك,0.0
ران سوماري,2.0
الجميع يضحك موريتان وتوف,0.0
أكثر الحركة فتفرغ زينه,2.0
جواڭة ول جواڭة شنه,0.0
الله يحفظك و طول بعمرك,2.0
الرابعة امنين هاذ هو التعدد المسموع بيه,0.0
مبرووووك مبرووووك,2.0
هو لفيه الخير اكبال,2.0
الخيانة,0.0
مكروح مكروح,2.0
غزواني جاك الأسد,1.0
هي عنكم ذي لمراه خلو لا كفيت ذيك لمراه لكانت الجزائر,1.0
عرسان السبب ماشين ألهيه,1.0
راكد حڭ ماكط كاع عاد عاد واعي,0.0
حكلل يخي,2.0
رامدين رامدين,0.0
البارح يسدرو فيه اتعكاب امعان قطعا الدول قرراته مامهتم حد بيهم,0.0
ال الإضربات متعود كانو يضربوه ببدايتو الفنية,1.0
ركزو ركزو اشوي,1.0
كلام ماه مهم,0.0
هي كرعيه اتفرگو وانتوم اتگولو بسيط هي,0.0
الحمد الله ألف مبروك والصحة حتتت الله ايزيد ويبارك شاء والصحة الله,2.0
المغرب خالتك صلاة المصدر,1.0
لا توجد منافسة الكريم,2.0
يواجعة,1.0
السيبة,0.0
تقبل الله منا منكم صالح الأعمال,2.0
هاذ ماشي اعل خطى القذافي,1.0
لأن نحن أهل الشرك نظرة المجتمع لنا نظرة أزدرائية ومتبديين تعرف لك ولكن أقول كما قال الشاعر وإذا أتتك مذمتي ناقص فهى شهادة لى بأني كاملو,1.0
حد حد متابع اخبار سنغال وزينه عنده قطعن بنه لين يعود عاجبه النظام الحالي يعود متخلط,2.0
ياوني بيها جدات زينه وتوف,2.0
كجك اصل ماه جاحد راسو محسدك,2.0
رجل بمعى الكلمة,2.0
استاخيره فيها خير,2.0
اين لك هذا الصه لا والفهمو,0.0
ابريفه امنين,1.0
ماشاء الله ما ناقصها ش يكون العاد وايام انشاف كاع اكثر,2.0
نحن اهل الشرك امڭركطين وذ النمط ماينكبظلن,0.0
صحيح يحفظك,2.0
ذا أتعب أملي,1.0
مايطول مايطول,0.0
سليم حفظكم,2.0
لله لله يوضعهم,0.0
الصحه اصل,2.0
توك لفيه مايحترموها شاكين عنهم رالات,0.0
هومعنى الرجوله,2.0
انت حگ والل لا انت مستحفي,1.0
ماهو مستغرب,2.0
اتكلمو مانكم خايفين نحن نحن معاكم,2.0
وما ذنب إعرابية,1.0
الله نسأل السلامة والعافية,2.0
الصرك,0.0
المستهلك احتقار المستهلك,0.0
نعرفو نعرفو منهم المديرة,1.0
ربما التسمية تلعب دورها,2.0
ماه هو قصدك الا فم مافات اوضاحلن,1.0
منصابلك لما بكيت,1.0
هذا يعني فشلهم الاتخابات,0.0
حفظ بلادنا الله مكروه,2.0
هههه طريف حت,2.0
عدل,1.0
الحمد الله الله جزاك الله خير,2.0
أحلى خبر أحلى,2.0
مارينا لهم مارينا ش,0.0
هههههه كلاص فاتورة كبير الحڭ زين,2.0
طاقم مبتسم ماشاء الله,2.0
متعدل المدير,2.0
بلا سببه,1.0
كنا البداية نعتقد رسالة أنها سياسية لجار السوء,1.0
الحبة الديك أعل يخنق,0.0
امسيكينه امسيكينه موريتاني,0.0
بلا,1.0
ثلاثة فقط,1.0
الله يحفظ و يعطيها مورادها فيه,2.0
اخبارو الطعن نبقي نستفسر اخبارو,1.0
مارين,0.0
هاذ لكلام مولاه بعيد مولاه,1.0
زمن الحكومة السابقه وهومو عندهم النشاط و لاشك انو لاه اعود تكاثر,1.0
منهم إريحن منهم,0.0
حگ,2.0
اتزيدوها اتزيدوها,0.0
لا تقل انت بدلا منه سوق تيكند سوق مربط توجنين بدلا وادناقه و سوق لحموم,1.0
هي كاع اخباره تڭعد فم راصه,0.0
هذا أهل بنكيلي دخل ومايورط,0.0
امنادم حامي حامي,1.0
يعجبني هذا هذا الرجل,2.0
الراجل لا توحل,0.0
رسميا رسميا سندعمه,2.0
اصل واجع الحڭ يويشهم الناس جعزوهم,2.0
الكهرباء مقطوعة الحي منذ الكهرباء ساعة وحتى اللحظة,1.0
زينة تفرغ يدخل فيها جميع الأسواق,1.0
ينسخ الحكومه,0.0
الفوك الغزواني لايفتركم خالك إدور يكبظه ولد المعارضة ماه خالكه,2.0
والطريق المشوارطويل واضحة,2.0
الله ينصرك ويعينك,2.0
خاظو خاظو,1.0
إدور الجبان يعرف صوكو كم,0.0
كتلك ابريف اثره توخظ اليوم ولل,1.0
رحم الله جدتي الله إطول عمره و يحفظه,2.0
امنين تكانت,1.0
السبب عرسان ماشين ألهيه,1.0
شوكت الخاطر لا اتدگك,2.0
ما نخلع الجماعه,0.0
مانك,0.0
سخيف,0.0
شنهي نڭورجو,1.0
الا انت,0.0
الخيانة,0.0
وفقكم الله لما فيه الخير للبلاد والعباد ونرجو حفظ الأمن,2.0
ماطر الفشل الفشل هو السائد,0.0
العاطي مولان,2.0
الطعن نبقي نستفسر اخبارو,1.0
رئيس ايبركها تركيا أنجح ايبركها,2.0
عدل,1.0
اصل الصحة يارب دومه الفرح عليك,2.0
ياك ماه شاك احصل لصوات,1.0
منصابلك بكيت لما,1.0
راهو يدخل امش فيه هومه ما يدخل ارض ما خسرت واخسر مولاه,0.0
الرئيس وترد ينزع منها منصبها ويرجعها السنغال الموريتاني أموال الشعب التى تتقاضها طوال مدتها فى الحكم,0.0
الناس يشتغلو حك عندهم,2.0
الله اكبر الله الله يحفظه واكثر امثاله,2.0
ذي لا طشة استگبيل,1.0
وجماعتنا نحنا لاحقين,1.0
ظاهرلي عنك ماتفاصل الأوضاع ههه ههه,0.0
النتايج اتجوق منين انت اتجوق فينا شنه,1.0
كمشة صحيح,2.0
هي محرم ايعود معاه يالت,1.0
ما نكبلوه يالل يعتذر خيك خيك ازيدك,2.0
صرتك صرتك يذك الطاولة ال مغبره وبانيه فيه الرتله,0.0
ذي ذي الرواية اشلك بيها,0.0
ألله افعونوه إكون,2.0
فاليبشر بالذهاب كوناكري,0.0
كاملين نبقو دول الجوار مالي السنغال الجزائر و المغرب الين اتعود ارواية فيه موريتاني طبعا بلدنا عندي اعتبار و هذي زلة لا تغتفر مسؤول سامي و يال ماتتخط و أهلنا الجنوب ماهم كاملين كيفتها وقلب موريتاني عندهم ماه كيفت قلب السنغال و أنا الين يتواجه المنتخب الوطني نظيره التونسى الجزائري او المغربيمال لاهي ايعود سياني فوق فاز بالمباراة,1.0
اهل ليصانص نبقوهم ماستر و يأجلوه ماهي مخسر,1.0
ياك ل الغزواني فيهم,1.0
الحمدلله الله إبارك لك فيهم,2.0
الا إزيدو فداك انشاء الله نأكدلك عنو ماه لاهي اشوف,1.0
الترارزة ماشفناه فذ يحكم فذ عني أعظم,1.0
ندخلو قلبني,1.0
تحي الأب هاذ لي,2.0
صعيب,0.0
هذا خاوي مافيه,0.0
الله يجازيك,2.0
كالعادة متأخرة نزلة,1.0
خلاون,0.0
ما ما تحشم وتوف,0.0
وليدن انت ناطح,0.0
فشي طير مانك واحل فشي موترو ص نجاح عامل اعليه,0.0
اصل ماطاري شيء الا حكومة الفساد الا الاداري,0.0
هو مراقب خزينة خزينة طارح اب بكالوريا يعتبر فئة أ,0.0
صحيح كمشة,2.0
التغيير سوماري نبض الرئيس,2.0
يكون خيرا,2.0
رجاء انشرلي ذا الفيديو,1.0
لا شاكيه تلحڭ منهم شوبيه,1.0
هذا اكبيل اتعود طرت فيه يعلن دعمو مقسول غزواني وتعود عندك سبق إخباري ماه ال,1.0
ياربي اخليهالو واخليه الها اصل صابلها ذا الخلق الا سم,2.0
هههه بسيط لا ايجوڭ ايكد ايعود هو راصو أهل عدل بكرو وايكد عدل ايعود لايختير ايكول مافات كالو حد سابكو مرصة لحموم آخره,1.0
المرشح مقسول ماه يعلمه الله,2.0
ذوك واعدين كوناكري,0.0
يرحمك يا الموجب,1.0
عين الحسود فيها عود,1.0
عاقل اكبظ عاقل الا الشبيبات,2.0
يبدو يبدو عنها يحفظها ماتلات صايعه,1.0
المشكلة ماه التوصل,0.0
راني منضم لكم حملة فخامته,2.0
عادي عادي,1.0
ثبت جرمه تحتها تحتها خط مزالو راڭدين,0.0
السبب عرسان عرسان ماشين ألهيه,1.0
برميلن بغريس عضو نحن,1.0
اهل عرفات يالل يعدلوهالهم,1.0
عالم افظييم ملان,0.0
يا رب يعملهم يعدون عدوى مباشرة غيبوبة الين ندخل غيبوبة,2.0
بلا صحفية نقطة معلومات,0.0
اشعرن ربي,0.0
يخزيهم كاملين,0.0
النصر لك,2.0
ماهو للأسف محترم للأسف,0.0
الرابط لو تفضلتم,1.0
أختيار أختيار موفق,2.0
ذي المنصة صراحة دفااافة ولاخلات لشويبات اخرامز,0.0
ينفتح مايگد,0.0
لأن الحوض الشرقي مهمش إلي أقصي درجة العلم أنه هو المغذي للدولة بالحيوان نأكل لحومه الضأن والمعز والإبل ولكن يبقي اللئيم لئيما,1.0
الا إزيدو فداك انشاء نأكدلك عنو لاهي اشوف,1.0
حد حاصل اعل باك ذي السنة ولل يشارك اكد,1.0
راح راح فيها مسكين,0.0
الله يعطيه العافيه وصحه وسلامه وطول العمر إنشاءالله,2.0
طير انت,0.0
امنين,1.0
تساهل تساهل,2.0
اصل ماهي واجع عدهم الحڭ يويشهم الناس جعزوهم,2.0
انهار عندهم مرده,1.0
خالك شمن المترشحين ترشحهم خدمة فايدة اعل النظام نفسهم الا معدلين أكثر للنظام,0.0
أصل مان لاهي نزرگولو وافطن مان لاهي نزركول صاحبك انت,0.0
نقطة صحفية بلا معلومات,0.0
انتخابات مباعد انتخاباتكم انتخابات تركيا,0.0
عنكم خلو ول عمي,2.0
هم بيهم سبكة وعزة الكتب شيء ما يعنيهم كاع,0.0
هي تفرغ زينه اثره عادت رمز املي,0.0
كلام جميل كلام,2.0
الا شاك بگرو اليوم يوم صوگ عدل علن,1.0
الا إزيدو فداك انشاء نأكدلك الله عنو ماه لاهي اشوف,1.0
انت تگر عت ملامح الوجه,1.0
يغير هاذو اللهي يجرو العدوالتيكسات تفرغ زين,1.0
ما بيها الكبر ولاتشيبين إلا فترت يوني الله يتقبل منها,2.0
القمة التغيير,2.0
الدخن كارثه,0.0
جرمه ثبت,1.0
التوفيق معن الصورة الصورة تحت زينة,2.0
هذا خاوي خاوي مافيه,0.0
ذا عاطيهلك سلطان مكيفنو كتبو مزال حامي لا تداول كتبه وحدة,1.0
مافيهم كورية حرطانية هذا خطأ هذا,0.0
والله ال يباتي ورطون شنهو ادحسن انواكشوط عاد طالع افروسن,0.0
اتزيدوها,0.0
حملته مستوى انواكشوط فقط,2.0
صحيح لربما هو دليل شاسع وعي هذه الولاية وانفتاحهم وطمس المعتقدات الخاطئة المأخوذة مسبقا تلك المنطقة,2.0
فاهم إبان الشعب مشالله عليه,2.0
أنجح ما,0.0
هههه كتلك نحن ذو حجاج عدن ش لا نوسع ذو لخلاك توف,2.0
ايلا كفلو اعلين دور نمشو ولل ايشغلون اوتوف و اتعود امرده واضحة,1.0
حد إبرد اعلى راس اخمس سنوات جايات منوحكم,1.0
الا الفيافي هو ما فايتو الواقع بيه زمن الرمز والبطل يكظ للميدان ويشوف بعينيه الواقع ماه محاني وزير ومدير ينقلو لخبار حد الا طاير فسماء ماه صايب كاع الواقع رعيتو والبطل لي مسؤول عنها,0.0
تفرغ نوكشوط ماهي زينه,1.0
يااااوني حتتتت معدل ذا لكلام ماشاء الله,2.0
مانلا الا شفناهم فسانتر امتير,1.0
هاذ هو حال جميع لكور دابقين موريتانيا ماهم دابقين بيه ولائهم الا لسينغال,1.0
ماعندن فيه غايه,0.0
هذا يواجعه بط أيد فلبرزه,0.0
والله ال تحية اكبيرة حتتت ابلحسان واجازيك اعل تربيتك الطيبة,2.0
اضعيف مهباس,0.0
الذين كانوا وراء اختطاف الهاتف لله اريحنا هذا النوع الصحافة,0.0
دور ينجح هو انشاء الله اتوف,2.0
ينصرك مولان والباقي علي الاحرار الغيرون علي الوطن انت انجزت مهمتك وصلت,2.0
بارك الله فيك,2.0
عزت ش,1.0
اختطاف الهاتف الهاتف,1.0
ذا المنشور صراحة ماه مفهوم فيه رسالة,1.0
الرابط وينهو الرابط,1.0
خاظ والل,1.0
هذا عادي خطأ تذاكر الطيران بسبب تحايل وجشع وكالات وكالات السفر هون,0.0
الفشل الأمطار عام الأمطار اتج لنواكشوط,0.0
مايعود جثته هو بدل الشعب,1.0
عزت تفرغ الزينة,2.0
اللا ان شاء الله ما ايعود ذوك مسؤولين الفساد اعل الخط لتوقيف هجرة الشباب,0.0
هو شنهو,1.0
الالحك معيدل,2.0
اعويليل مافم حد فالمترشحين يشكل خطور عليه,0.0
افيلحة اص حلقة,2.0
انشاء الله يرجع القرار عنو,1.0
لك النصر لك,2.0
الله يحفظك انت اهم ان تعلق علي هاذا نوع,2.0
ذو رؤساء رؤساء,2.0
ألفات ما أتلا أعليه التلفات,2.0
ذي لا طشة استگبيل ذي,1.0
يا يا ذا تمطريص وثقل,0.0
يوكي حتتت اصل الصحة,2.0
يخله,0.0
الله يسلم والدته و يطول عمرها و والدات عقبال المدونيين لخرين,2.0
النوع مايعلق واصل المهم اعليه انت ينصر,2.0
أصل الصحة والحمد الله رب العالمين وجزاك الله خير,2.0
الى نعرف هاذو الشباب فيهم معدلين هاذ الرمز الى موخظ جوقه وتوف هو الشاب يلي موخظ السانو ماه محترم,0.0
خاظ والل,1.0
طين الفيديو ووفين لخبار,1.0
اصل الصحة بارك الله فيكم,2.0
الميعاد كوناكري معاهم,0.0
احب احب الحسن غيرته,2.0
والل خاظ,1.0
هذا هذا اكبيل اتعود طرت فيه يعلن دعمو ال غزواني وتعود عندك سبق إخباري ماه مقسول,1.0
حكلل يخي,2.0
خيرا الله جزاهم,2.0
الحمدلله اصل اصحة ومن يتوكل الله لا يرزقه حيث لا يحتسب,2.0
إگبيل اص لعليات إدير إعليهم راجل واخلاص,1.0
هي تفرغ رمز اثره عادت زينه املي,0.0
سلسلة افشل,0.0
لو الدوله تحترم شعبها لأقالت تلك لئيمه للتي تأكل خيرات الشعب وتتمي لدوله اجنبيه,1.0
يشعب موريتاني لحكم يجد أعليكم روصكم,2.0
هو نسونجي وتوف يويل,2.0
أنا مانبقيهم يعدلو اما تكص احسن السيارات و المركبات الجميلة اما توك توك هذا خزو ولاهو,0.0
الجهوية هي العنصرية خطر يهدد الدولة أكثر أكبر,0.0
واجعه والله,0.0
يعدل عدلو,1.0
امالهم,1.0
أزوين بصراحه هاذ المسلسل مافت أفهمت محتواه,0.0
الاهو الحڭ ماتجوڭو,0.0
سنحمي أصواتنا,1.0
مايگول ش ش,0.0
التصحيح لاقي,0.0
يا أهل أمبود مااااااااني,1.0
البارح مامهتم فيه اتعكاب امعان قطعا الدول قرراته يسدرو حد بيهم,0.0
انواكشوط دليل عنو ماه متخطي هذا,0.0
ملاحظة شوف هذا الفضاء,1.0
موفق أختيار,2.0
مارين مارين,0.0
رجل عاقل وحكيم,2.0
النتخابات وأطالب شفافه ابدا ماه الجمهور بالتصويت لي شخصيا,0.0
تجنان الراس تجنان,1.0
ما اح ما,0.0
الله يرحم ايامك يا بطل,0.0
عالمولان يالناس لكبار ياوني,2.0
كاع وتوف كاع,1.0
يشتغل يويلهم ماهم واحلين فتبجيل كورجكنات,2.0
شفافة شفافة,2.0
وذ اشفيه شى يطرا,0.0
توعه أطفله الصباح,1.0
يجيب يجيب عليهم فعلها البدايه,1.0
بارد,2.0
سيد نختيرك تواصلني بيهم,1.0
امره لحسن وخيرت والدت صاحب,2.0
كجك كجك,0.0
الفيافي,0.0
شغاله يحفظها هي,2.0
ماهو مهم ماهو,0.0
اكبيل يمسحوك انت هو لأول,0.0
يوضع وزير الداخلية,0.0
فبلوووو,2.0
اصل ماطاري شيء الفساد حكومة الا الاداري,0.0
ياك ماه شاك احصل لصوات,1.0
جميل إنسان,2.0
گاله انتي والفوك ال امعاك گاله,1.0
المدير متعدل,2.0
فيها مسكين,0.0
فظمة,0.0
قرار أفضل,2.0
اهلا الزعيم,2.0
افبلو عندهم اسويرتي اكلام افبلو,2.0
نحن اصلا ماهي إمخصرتن هاذي بروت هي ماهي تيك توك هي بروت نحن لحياء الشعبيه نفتخر الفخر لي إمشات تيك نحن توك والل بروت ماهي باكيان إفلخلاڭ مانلا,0.0
سولو لنا سولو,1.0
ماريناهم ماريناهم,0.0
اول يعلق المأكد أنه لا خير هذه الحكومة هم لا يريدون سوى استمرارهم الفساد,0.0
ليلة اغد شاء الله مفطرك مطعم الخال ساكن حذاه,1.0
و ثابت الخبر الصحة,2.0
حفظكم الرحمن الرحمن,2.0
معناه عنو عنو واعد كوناكري,0.0
ياااخوتي,1.0
هذا يعني فشلهم الاتخابات,0.0
ظاهرلي عنكم تستراحو,2.0
أكيد السبب الحكومة ضغط الفاشلة,0.0
اصل الصحة ما شاء الله يبعث فينا نحن الطلاب لخرين الأمل الله شاء,2.0
يعملو حر هو فراصو,2.0
جايكم,0.0
والله مانكم واحلين فش يسو شنه واحلين الفيافي,0.0
واجع والله يامول الستر استرنا بسترك الجميل,0.0
قصه بيها و أب تفتخر به موريتانيا,2.0
حڭ حته الترحيل أملي مايدخلو حڭ حڭ,0.0
ايطيرو,0.0
لمات اللي اقولوا حد اعدل توف,2.0
هذا إدوريتڭلب الأخير,0.0
الوضع اصعيب اصعيب والأمور ماه سهلة,1.0
أستاذ وانتوم شنه رأيكم فيه,2.0
شفناه,1.0
